user_id,register_time,recently_logged,number_of_classes_join,number_of_classes_out,learn_time,school
用户42035,2020/6/11 16:23,--,1,0,0,河北科技师范学院
用户42036,2020/6/11 16:23,--,1,0,0,黑龙江科技大学
用户42037,2020/6/11 16:23,--,1,0,0,衢州职业技术学院
用户42038,2020/6/11 16:23,--,1,0,0,浙江财经大学
用户42039,2020/6/11 16:23,--,1,0,0,湖北警官学院
用户42032,2020/6/11 16:23,--,1,0,0,顺德职业技术学院
用户42033,2020/6/11 16:23,--,1,0,0,广东机电职业技术学院
用户42027,2020/6/11 16:23,--,1,0,0,兰州城市学院数学学院
用户42028,2020/6/11 16:23,--,1,0,0,兰州城市学院
用户42029,2020/6/11 16:23,--,1,0,0,兰州城市学院
用户42030,2020/6/11 16:23,--,1,0,0,兰州城市学院
用户42031,2020/6/11 16:23,--,1,0,0,广东东软学院
用户42026,2020/6/11 16:23,--,1,0,0,武汉纺织大学
用户42024,2020/6/11 16:23,--,1,0,0,西华师范大学
用户42025,2020/6/11 16:23,--,1,0,0,安徽工业经济职业技术学院
用户42018,2020/6/11 16:23,--,1,0,0,浙江工业大学
用户42019,2020/6/11 16:23,--,1,0,0,湖南警察学院
用户42020,2020/6/11 16:23,--,1,0,0,海南职业技术学院
用户42021,2020/6/11 16:23,--,1,0,0,重庆邮电大学
用户42022,2020/6/11 16:23,--,1,0,0,贵州工业职业技术学院
用户42023,2020/6/11 16:23,--,1,0,0,大连科技学院
用户42016,2020/6/11 16:23,--,1,0,0,南京科技职业学院
用户42017,2020/6/11 16:23,--,1,0,0,绍兴文理学院
用户42010,2020/6/11 16:23,--,1,0,0,中山职业技术学院
用户42011,2020/6/11 16:23,--,1,0,0,广东科学技术职业学院
用户42012,2020/6/11 16:23,--,1,0,0,佛山科学技术学院
用户42013,2020/6/11 16:23,--,1,0,0,广东海洋大学
用户42014,2020/6/11 16:23,--,1,0,0,邯郸学院
用户42015,2020/6/11 16:23,--,1,0,0,郑州铁路职业技术学院
用户42007,2020/6/11 16:23,--,1,0,0,闽江学院计算机与控制工程学院
用户42008,2020/6/11 16:23,--,1,0,0,邯郸学院
用户42009,2020/6/11 16:23,--,1,0,0,上海第二工业大学
用户42002,2020/6/11 16:23,--,1,0,0,华北理工大学
用户42003,2020/6/11 16:23,--,1,0,0,华北科技学院
用户42005,2020/6/11 16:23,--,1,0,0,东莞理工学院
用户42006,2020/6/11 16:23,--,1,0,0,荆楚理工学院
用户42000,2020/6/11 16:23,--,1,0,0,郑州铁路职业技术学院
用户42001,2020/6/11 16:23,--,1,0,0,河北省防灾科技学院
用户41994,2020/6/11 16:23,--,1,0,0,河源职业技术学院
用户41995,2020/6/11 16:23,--,1,0,0,华北理工大学
用户41996,2020/6/11 16:23,--,1,0,0,广东生态工程职业学院
用户41997,2020/6/11 16:23,--,1,0,0,贵州工业职业技术学院
用户41998,2020/6/11 16:23,--,1,0,0,陆军工程大学
用户41999,2020/6/11 16:23,--,1,0,0,潍坊护理职业学院
用户41991,2020/6/11 16:23,--,1,0,0,曲阜师范大学
用户41992,2020/6/11 16:23,--,1,0,0,东莞理工学院
用户41993,2020/6/11 16:23,--,1,0,0,广东南华工商职业学院
用户41986,2020/6/11 16:23,--,1,0,0,海南医学院
用户41987,2020/6/11 16:23,--,1,0,0,桂林电子科技大学
用户41988,2020/6/11 16:23,--,1,0,0,广西医科大学
用户41989,2020/6/11 16:23,--,1,0,0,仲恺农业工程学院
用户41990,2020/6/11 16:23,--,1,0,0,广东邮电职业技术学院
用户41984,2020/6/11 16:23,--,1,0,0,福州理工学院工学院
用户41985,2020/6/11 16:23,--,1,0,0,南昌工程学院
用户41982,2020/6/11 16:23,--,1,0,0,桂林航天工业学院
用户41983,2020/6/11 16:23,--,1,0,0,广东机电职业技术学院
用户41978,2020/6/11 16:23,--,1,0,0,中山职业技术学院
用户41979,2020/6/11 16:23,--,1,0,0,郑州铁路职业技术学院
用户41980,2020/6/11 16:23,--,1,0,0,阳光学院信息学院
用户41981,2020/6/11 16:23,--,1,0,0,中南财经政法大学
用户41973,2020/6/11 16:23,--,1,0,0,暨南大学
用户41974,2020/6/11 16:23,--,1,0,0,成都理工大学
用户41975,2020/6/11 16:23,--,1,0,0,东莞理工学院
用户41976,2020/6/11 16:23,--,1,0,0,郑州铁路职业技术学院
用户41977,2020/6/11 16:23,--,1,0,0,雅安职业技术学院
用户41970,2020/6/11 16:23,--,1,0,0,昆明学院
用户41971,2020/6/11 16:23,--,1,0,0,郑州铁路职业技术学院
用户41972,2020/6/11 16:23,--,1,0,0,东莞理工学院
用户41965,2020/6/11 16:23,--,1,0,0,安阳工学院
用户41966,2020/6/11 16:23,--,1,0,0,周口职业技术学院
用户41967,2020/6/11 16:23,--,1,0,0,广州城市职业学院
用户41968,2020/6/11 16:23,--,1,0,0,中山大学新华学院
用户41969,2020/6/11 16:23,--,1,0,0,广东南华工商职业学院
用户41962,2020/6/11 16:23,--,1,0,0,曲靖师范学院
用户41963,2020/6/11 16:23,--,1,0,0,兰州城市学院
用户41964,2020/6/11 16:23,--,1,0,0,郑州轻工业大学
用户41956,2020/6/11 16:23,--,1,0,0,仲恺农业工程学院
用户41957,2020/6/11 16:23,--,1,0,0,广西师范大学
用户41958,2020/6/11 16:23,--,1,0,0,吉林农业大学
用户41959,2020/6/11 16:23,--,1,0,0,长春工业大学
用户41960,2020/6/11 16:23,--,1,0,0,吉林医药学院
用户41961,2020/6/11 16:23,--,1,0,0,山东商业职业技术学院
用户41954,2020/6/11 16:23,--,1,0,0,武汉学院
用户41955,2020/6/11 16:23,--,1,0,0,湖北经济学院
用户41953,2020/6/11 16:23,--,1,0,0,华航老校区
用户41947,2020/6/11 16:23,--,1,0,0,华南师范大学
用户41948,2020/6/11 16:23,--,1,0,0,桂林航天工业学院
用户41950,2020/6/11 16:23,--,1,0,0,石家庄邮电职业技术学院
用户41951,2020/6/11 16:23,--,1,0,0,湖南工业职业技术学院
用户41952,2020/6/11 16:23,--,1,0,0,武汉职业技术学院
用户41946,2020/6/11 16:23,--,1,0,0,仲恺农业工程学院
用户41939,2020/6/11 16:23,--,1,0,0,新疆博尔塔拉蒙古自治州广播电视大学
用户41940,2020/6/11 16:23,--,1,0,0,武汉华夏理工学院
用户41941,2020/6/11 16:23,--,1,0,0,岭南师范学院
用户41942,2020/6/11 16:23,--,1,0,0,仲恺农业工程学院
用户41943,2020/6/11 16:23,--,1,0,0,吉林大学珠海学院
用户41944,2020/6/11 16:23,--,1,0,0,顺德职业技术学院
用户41938,2020/6/11 16:23,--,1,0,0,广东理工职业学院
用户41936,2020/6/11 16:22,--,1,0,0,陆军工程大学
用户41937,2020/6/11 16:22,--,1,0,0,普洱学院
用户41930,2020/6/11 16:22,--,1,0,0,东莞理工学院
用户41931,2020/6/11 16:22,--,2,0,0,常州信息职业技术学院软件学院
用户41932,2020/6/11 16:22,--,1,0,0,南昌工程学院
用户41934,2020/6/11 16:22,--,1,0,0,浙江财经大学
用户41935,2020/6/11 16:22,--,1,0,0,石家庄邮电职业技术学院
用户41927,2020/6/11 16:22,--,1,0,0,湖北经济学院
用户41928,2020/6/11 16:22,--,1,0,0,南昌工程学院
用户41929,2020/6/11 16:22,--,1,0,0,湖北工业大学
用户41922,2020/6/11 16:22,--,1,0,0,北京工业大学
用户41923,2020/6/11 16:22,--,1,0,0,北京工业大学
用户41924,2020/6/11 16:22,--,1,0,0,湖北经济学院
用户41925,2020/6/11 16:22,--,1,0,0,保定职业技术学院
用户41926,2020/6/11 16:22,--,1,0,0,武汉文华学院
用户41919,2020/6/11 16:22,--,1,0,0,吉林大学珠海学院
用户41920,2020/6/11 16:22,--,1,0,0,广西大学资源环境与材料学院
用户41921,2020/6/11 16:22,--,1,0,0,海南职业技术学院
用户41915,2020/6/11 16:22,--,1,0,0,广西师范大学
用户41916,2020/6/11 16:22,--,1,0,0,贵州工业职业技术学院
用户41917,2020/6/11 16:22,--,1,0,0,吉林农业大学
用户41918,2020/6/11 16:22,--,1,0,0,青海交通职业技术学院
用户41911,2020/6/11 16:22,--,1,0,0,广西师范大学
用户41912,2020/6/11 16:22,--,1,0,0,湖北经济学院
用户41913,2020/6/11 16:22,--,1,0,0,焦作大学
用户41906,2020/6/11 16:22,--,1,0,0,西安外事学院
用户41907,2020/6/11 16:22,--,1,0,0,江门职业技术学院
用户41908,2020/6/11 16:22,--,1,0,0,广东科学技术职业学院
用户41910,2020/6/11 16:22,--,1,0,0,佛山科学技术学院
用户41904,2020/6/11 16:22,--,1,0,0,广州城市职业学院
用户41905,2020/6/11 16:22,--,1,0,0,广州航海学院
用户41898,2020/6/11 16:22,--,1,0,0,湖南信息职业技术学院
用户41899,2020/6/11 16:22,--,1,0,0,广州市技师学院
用户41900,2020/6/11 16:22,--,1,0,0,华南师范大学
用户41901,2020/6/11 16:22,--,1,0,0,湖南信息职业技术学院
用户41902,2020/6/11 16:22,--,1,0,0,福建商学院
用户41903,2020/6/11 16:22,--,1,0,0,集美大学
用户41897,2020/6/11 16:22,--,1,0,0,佛山职业技术学院
用户41891,2020/6/11 16:22,--,1,0,0,集美大学
用户41892,2020/6/11 16:22,--,1,0,0,黄冈师范学院
用户41893,2020/6/11 16:22,--,1,0,0,陆军军事交通学院
用户41894,2020/6/11 16:22,--,1,0,0,东莞市技师学院
用户41895,2020/6/11 16:22,--,1,0,0,湖南理工职业技术学院
用户41896,2020/6/11 16:22,--,1,0,0,佛山职业技术学院
用户41890,2020/6/11 16:22,--,1,0,0,闽江学院计算机与控制学院
用户41886,2020/6/11 16:22,--,1,0,0,集美大学
用户41887,2020/6/11 16:22,--,1,0,0,东莞职业技术学院
用户41888,2020/6/11 16:22,--,1,0,0,广东海洋大学
用户41889,2020/6/11 16:22,--,1,0,0,闽江学院
用户41882,2020/6/11 16:22,--,1,0,0,广州航海学院
用户41883,2020/6/11 16:22,--,1,0,0,福建工程学院
用户41884,2020/6/11 16:22,--,1,0,0,贵州民族大学
用户41885,2020/6/11 16:22,--,1,0,0,广东海洋大学
用户41881,2020/6/11 16:22,--,1,0,0,安徽商贸职业技术学院
用户41875,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41876,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41877,2020/6/11 16:22,--,1,0,0,广州城市职业学院
用户41878,2020/6/11 16:22,--,1,0,0,广东司法警官职业学院
用户41879,2020/6/11 16:22,--,1,0,0,佛山职业技术学院
用户41880,2020/6/11 16:22,--,1,0,0,佛山职业技术学院
用户41874,2020/6/11 16:22,--,1,0,0,承德医学院
用户41867,2020/6/11 16:22,--,1,0,0,深圳职业技术学院
用户41868,2020/6/11 16:22,--,1,0,0,黄河水利职业技术学院
用户41869,2020/6/11 16:22,--,1,0,0,广东轻工职业技术学院
用户41870,2020/6/11 16:22,--,1,0,0,广州铁路职业技术学院
用户41871,2020/6/11 16:22,--,1,0,0,佛山职业技术学院
用户41872,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41873,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41866,2020/6/11 16:22,--,1,0,0,广东司法警官职业学院
用户41864,2020/6/11 16:22,--,1,0,0,广州城市职业学院
用户41865,2020/6/11 16:22,--,1,0,0,汕头大学
用户41858,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41859,2020/6/11 16:22,--,1,0,0,闽江学院计算机与控制工程学院
用户41860,2020/6/11 16:22,--,1,0,0,广州铁路职业技术学院
用户41861,2020/6/11 16:22,--,1,0,0,武汉交通职业学院
用户41862,2020/6/11 16:22,--,1,0,0,广东司法警官职业学院
用户41863,2020/6/11 16:22,--,1,0,0,广东海洋大学
用户41852,2020/6/11 16:22,--,1,0,0,福建工程学院
用户41853,2020/6/11 16:22,--,1,0,0,惠州城市职业学院
用户41854,2020/6/11 16:22,--,1,0,0,华南农业大学
用户41855,2020/6/11 16:22,--,1,0,0,玉林师范学院
用户41856,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41857,2020/6/11 16:22,--,1,0,0,福建工程学院数理学院
用户41850,2020/6/11 16:22,--,1,0,0,广州城市职业学院
用户41851,2020/6/11 16:22,--,1,0,0,韩山师范学院
用户41846,2020/6/11 16:22,--,1,0,0,韩山师范学院
用户41847,2020/6/11 16:22,--,1,0,0,岭南师范学院
用户41848,2020/6/11 16:22,--,1,0,0,江门职业技术学院
用户41849,2020/6/11 16:22,--,1,0,0,广州城市职业学院
用户41842,2020/6/11 16:22,--,1,0,0,闽江学院计控学院
用户41843,2020/6/11 16:22,--,1,0,0,国防科技大学
用户41844,2020/6/11 16:22,--,1,0,0,福建工程学院数理学院
用户41845,2020/6/11 16:22,--,1,0,0,广州民航职业技术学院
用户41839,2020/6/11 16:22,2020/6/11 16:24,1,0,0,广州工程技术职业学院
用户41840,2020/6/11 16:22,--,1,0,0,黎明职业大学
用户41841,2020/6/11 16:22,--,1,0,0,广州大学
用户41834,2020/6/11 16:22,--,1,0,0,湖南理工职业技术学院
用户41835,2020/6/11 16:22,--,1,0,0,江门职业技术学院
用户41836,2020/6/11 16:22,--,1,0,0,广东南华工商职业学院
用户41837,2020/6/11 16:22,--,1,0,0,江门职业技术学院
用户41838,2020/6/11 16:22,--,1,0,0,山西职业技术学院
用户41833,2020/6/11 16:21,--,1,0,0,福州大学经济与管理学院
用户41828,2020/6/11 16:21,--,1,0,0,邵阳职业技术学院
用户41829,2020/6/11 16:21,--,1,0,0,南宁学院
用户41830,2020/6/11 16:21,--,1,0,0,湖南安全技术职院
用户41831,2020/6/11 16:21,--,1,0,0,芜湖职业技术学院
用户41832,2020/6/11 16:21,--,1,0,0,陆军装甲兵学院
用户41826,2020/6/11 16:21,--,1,0,0,广西师范大学
用户41820,2020/6/11 16:21,--,1,0,0,重庆工商大学
用户41821,2020/6/11 16:21,--,1,0,0,广东工商职业学院
用户41822,2020/6/11 16:21,--,1,0,0,广东科学技术职业学院
用户41823,2020/6/11 16:21,--,1,0,0,韩山师范学院
用户41824,2020/6/11 16:21,--,1,0,0,阳江职业技术学院
用户41825,2020/6/11 16:21,--,1,0,0,广西国际商务职业技术学院
用户41818,2020/6/11 16:21,--,1,0,0,贺州学院
用户41819,2020/6/11 16:21,--,1,0,0,清远职业技术学院
用户41813,2020/6/11 16:21,--,1,0,0,皖西学院
用户41814,2020/6/11 16:21,--,1,0,0,闽江学院计算机与控制工程学院
用户41815,2020/6/11 16:21,--,1,0,0,福建工程学院
用户41816,2020/6/11 16:21,--,1,0,0,佛山职业技术学院
用户41817,2020/6/11 16:21,--,1,0,0,武夷学院
用户41810,2020/6/11 16:21,--,1,0,0,清远职业技术学院
用户41811,2020/6/11 16:21,--,1,0,0,三亚航空旅游职业学院
用户41812,2020/6/11 16:21,--,1,0,0,湖南幼儿师范高等专科学校
用户41806,2020/6/11 16:21,--,1,0,0,湖南民族职业学院
用户41807,2020/6/11 16:21,--,1,0,0,福建工程学院
用户41808,2020/6/11 16:21,--,1,0,0,安徽商贸职业技术学院
用户41809,2020/6/11 16:21,--,1,0,0,深圳职业技术学院
用户41802,2020/6/11 16:21,--,1,0,0,重庆工商职业学院
用户41803,2020/6/11 16:21,--,1,0,0,湖南省娄底职业技术学院
用户41804,2020/6/11 16:21,--,1,0,0,集美大学
用户41805,2020/6/11 16:21,--,1,0,0,西安职业技术学院
用户41800,2020/6/11 16:21,--,1,0,0,武汉科技大学
用户41801,2020/6/11 16:21,--,1,0,0,常德职业技术学院
用户41794,2020/6/11 16:21,--,1,0,0,阳江职业技术学院
用户41795,2020/6/11 16:21,2020/6/11 17:59,1,0,0,西安职业技术学院
用户41796,2020/6/11 16:21,--,1,0,0,重庆工商职业学院
用户41797,2020/6/11 16:21,--,1,0,0,广东财经大学
用户41798,2020/6/11 16:21,--,1,0,0,安徽商贸职业技术学院
用户41799,2020/6/11 16:21,--,1,0,0,广西水利电力职业技术学院
用户41788,2020/6/11 16:21,--,1,0,0,广西大学行健文理学院
用户41789,2020/6/11 16:21,--,1,0,0,汕尾职业技术学院
用户41790,2020/6/11 16:21,--,1,0,0,广西师范大学
用户41791,2020/6/11 16:21,--,1,0,0,广东轻工职业技术学院
用户41792,2020/6/11 16:21,--,1,0,0,韩山师范学院
用户41793,2020/6/11 16:21,--,1,0,0,集美大学
用户41786,2020/6/11 16:21,--,1,0,0,张家界航空工业职业技术学院
用户41787,2020/6/11 16:21,--,1,0,0,集美大学
用户41782,2020/6/11 16:21,--,1,0,0,湖南水利水电职业技术学院
用户41783,2020/6/11 16:21,--,1,0,0,四川化工职业技术学院
用户41784,2020/6/11 16:21,--,1,0,0,江门职业技术学院
用户41785,2020/6/11 16:21,--,1,0,0,集美大学
用户41779,2020/6/11 16:21,--,1,0,0,广西外国语学院
用户41780,2020/6/11 16:21,--,1,0,0,武汉职业技术学院
用户41781,2020/6/11 16:21,--,1,0,0,浙江工贸职业技术学院
用户41776,2020/6/11 16:21,--,1,0,0,广西国际商务职业技术学院
用户41777,2020/6/11 16:21,--,1,0,0,广东科学技术职业学院
用户41770,2020/6/11 16:21,--,1,0,0,广东机电职业技术学院
用户41771,2020/6/11 16:21,--,1,0,0,东莞市技师学院
用户41772,2020/6/11 16:21,--,1,0,0,惠州经济职业技术学院
用户41773,2020/6/11 16:21,--,1,0,0,福建商学院
用户41774,2020/6/11 16:21,--,1,0,0,集美大学
用户41775,2020/6/11 16:21,--,1,0,0,江门职业技术学院
用户41764,2020/6/11 16:21,--,1,0,0,西安职业技术学院
用户41765,2020/6/11 16:21,--,1,0,0,张家界航空工业职业技术学院
用户41766,2020/6/11 16:21,--,1,0,0,湖南广播电视大学
用户41767,2020/6/11 16:21,--,1,0,0,佛山职业技术学院
用户41768,2020/6/11 16:21,2020/6/11 16:29,1,0,0,咸阳师范学院
用户41769,2020/6/11 16:21,--,1,0,0,福建商学院
用户41762,2020/6/11 16:21,--,1,0,0,广州城建职业学院
用户41763,2020/6/11 16:21,--,1,0,0,黎明职业大学
用户41757,2020/6/11 16:21,--,1,0,0,长沙商贸旅游职业技术学院
用户41758,2020/6/11 16:21,--,1,0,0,广州涉外经济职业技术学院
用户41759,2020/6/11 16:21,--,1,0,0,广州华立科技职业学院
用户41760,2020/6/11 16:21,--,1,0,0,广州城建职业学院
用户41761,2020/6/11 16:21,--,1,0,0,闽江学院计控学院
用户41754,2020/6/11 16:21,--,1,0,0,广东南华工商职业学院
用户41755,2020/6/11 16:21,--,1,0,0,佛山职业技术学院
用户41756,2020/6/11 16:21,--,1,0,0,荆楚理工学院
用户41751,2020/6/11 16:21,--,1,0,0,内蒙古商贸职业学院
用户41752,2020/6/11 16:21,--,1,0,0,湖南幼儿师范高等专科学校
用户41753,2020/6/11 16:21,2020/6/17 10:53,1,0,0,贵州商学院
用户41746,2020/6/11 16:21,--,1,0,0,潇湘职业学院
用户41747,2020/6/11 16:21,--,1,0,0,黎明职业大学
用户41748,2020/6/11 16:21,--,1,0,0,福建船政交通职业学院
用户41749,2020/6/11 16:21,--,1,0,0,江门职业技术学院
用户41750,2020/6/11 16:21,--,1,0,0,福建工程学院
用户41740,2020/6/11 16:21,--,1,0,0,佛山职业技术学院
用户41741,2020/6/11 16:21,2020/6/11 16:30,1,0,0,福建工程学院
用户41742,2020/6/11 16:21,--,1,0,0,湖南安全技术职业学院
用户41743,2020/6/11 16:21,--,1,0,0,闽江学院计算机与控制工程学院
用户41744,2020/6/11 16:21,--,1,0,0,湖南浏阳新翰高级中学
用户41738,2020/6/11 16:21,--,1,0,0,广西水利电力职业技术学院
用户41739,2020/6/11 16:21,--,1,0,0,湖南城建职业技术学院
用户41737,2020/6/11 16:21,2020/6/12 10:44,1,0,1.5,佛山职业技术学院
用户41731,2020/6/11 16:21,--,1,0,0,吉林大学珠海学院
用户41732,2020/6/11 16:21,--,1,0,0,广西科技师范学院
用户41733,2020/6/11 16:21,--,1,0,0,广东海洋大学
用户41734,2020/6/11 16:21,--,1,0,0,集美大学
用户41735,2020/6/11 16:21,--,1,0,0,广州市技师学院
用户41736,2020/6/11 16:21,--,1,0,0,四川水利职业技术学院
用户41730,2020/6/11 16:21,2020/6/11 23:18,1,0,43.73,集美大学
用户41728,2020/6/11 16:21,--,1,0,0,重庆工商大学
用户41729,2020/6/11 16:21,--,1,0,0,汕头职业技术学院
用户41722,2020/6/11 16:20,--,1,0,0,北华大学
用户41723,2020/6/11 16:20,--,1,0,0,芜湖职业技术学院
用户41724,2020/6/11 16:20,--,1,0,0,湖南国防工业职业技术学院
用户41725,2020/6/11 16:20,--,1,0,0,福建工程学院数理学院
用户41726,2020/6/11 16:20,--,1,0,0,三亚航空旅游职业学院
用户41727,2020/6/11 16:20,--,1,0,0,广东科贸职业学院
用户41718,2020/6/11 16:20,--,1,0,0,重庆邮电大学
用户41719,2020/6/11 16:20,--,1,0,0,中国人民警察大学
用户41720,2020/6/11 16:20,--,1,0,0,广州城建职业学院
用户41721,2020/6/11 16:20,--,1,0,0,广西国际商务职业技术学院
用户41714,2020/6/11 16:20,--,1,0,0,上海农林职业技术学院
用户41715,2020/6/11 16:20,--,1,0,0,河源职业技术学院
用户41716,2020/6/11 16:20,--,1,0,0,福建工程学院数理学院
用户41717,2020/6/11 16:20,--,1,0,0,湖南劳动人事职业学院
用户41713,2020/6/11 16:20,--,1,0,0,广东科贸职业学院
用户41707,2020/6/11 16:20,--,1,0,0,佛山职业技术学院
用户41708,2020/6/11 16:20,--,1,0,0,广东科学技术职业学院
用户41709,2020/6/11 16:20,2020/6/11 16:29,1,0,0,广州市技师学院
用户41710,2020/6/11 16:20,--,1,0,0,广州工程技术职业学院
用户41711,2020/6/11 16:20,--,1,0,0,大连大学
用户41712,2020/6/11 16:20,--,1,0,0,广州大学华软软件学院
用户41706,2020/6/11 16:20,--,1,0,0,河源职业技术学院
用户41478,2020/6/3 16:46,2020/6/4 14:59,1,0,273.53,西南交通大学
用户41479,2020/6/3 16:46,2020/6/5 11:57,1,0,169.58,柳州市第三中学
用户41475,2020/6/3 16:46,2020/6/4 15:22,1,0,523.55,英国莱斯特大学
用户41476,2020/6/3 16:46,2020/6/4 15:22,1,0,"2,608.45",英国伯明翰大学
用户41477,2020/6/3 16:46,2020/6/4 14:54,1,0,"1,265.18",广西工学院
用户41466,2020/6/3 13:56,2020/6/16 11:13,1,0,"7,360.98",甘肃农业大学
用户41401,2020/6/1 10:56,--,1,0,0,中南林业科技大学
用户41402,2020/6/1 10:56,--,1,0,0,中南林业科技大学
用户41403,2020/6/1 10:56,--,1,0,0,中南林业科技大学
用户41404,2020/6/1 10:56,--,1,0,0,中南林业科技大学
用户41397,2020/6/1 10:56,2020/6/3 14:30,1,0,290.13,中南林业科技大学
用户41398,2020/6/1 10:56,--,1,0,0,中南林业科技大学
用户41399,2020/6/1 10:56,--,1,0,0,中南林业科技大学
用户41400,2020/6/1 10:56,2020/6/2 11:20,1,0,137.93,中南林业科技大学
用户41395,2020/6/1 10:50,2020/6/17 15:20,1,0,"3,103.65",中南林业科技大学
用户41396,2020/6/1 10:50,2020/6/9 20:34,1,0,"2,352.48",中南林业科技大学
用户41393,2020/6/1 10:50,2020/6/17 13:08,1,0,"1,190.47",中南林业科技大学
用户41394,2020/6/1 10:50,2020/6/18 0:29,1,0,"3,202.65",中南林业科技大学
用户41391,2020/6/1 10:50,2020/6/12 22:09,1,0,"3,706.58",中南林业科技大学
用户41392,2020/6/1 10:50,2020/6/16 23:44,1,0,"3,485.78",中南林业科技大学
用户41385,2020/6/1 10:50,2020/6/17 20:42,1,0,"2,026.58",中南林业科技大学
用户41386,2020/6/1 10:50,2020/6/12 21:59,1,0,"1,645.18",中南林业科技大学
用户41387,2020/6/1 10:50,2020/6/18 8:09,1,0,"2,118.45",中南林业科技大学
用户41388,2020/6/1 10:50,2020/6/16 22:07,1,0,"2,250.83",中南林业科技大学
用户41389,2020/6/1 10:50,2020/6/18 2:13,1,0,"10,188.50",中南林业科技大学
用户41390,2020/6/1 10:50,2020/6/17 16:30,1,0,"2,896.32",中南林业科技大学
用户41380,2020/6/1 10:50,2020/6/15 18:20,1,0,"2,931.62",中南林业科技大学
用户41381,2020/6/1 10:50,2020/6/10 21:02,1,0,139.63,中南林业科技大学
用户41382,2020/6/1 10:50,2020/6/17 13:50,1,0,"1,355.67",中南林业科技大学
用户41383,2020/6/1 10:50,2020/6/17 17:04,1,0,"4,036.18",中南林业科技大学
用户41384,2020/6/1 10:50,2020/6/17 21:45,1,0,"2,566.17",中南林业科技大学
用户41377,2020/6/1 10:50,2020/6/16 14:19,1,0,"5,473.18",中南林业科技大学
用户41378,2020/6/1 10:50,2020/6/16 16:11,1,0,"2,482.57",中南林业科技大学
用户41379,2020/6/1 10:50,2020/6/15 17:10,1,0,"3,710.43",中南林业科技大学
用户41375,2020/6/1 10:50,2020/6/13 23:40,1,0,937.98,中南林业科技大学
用户41376,2020/6/1 10:50,2020/6/17 15:04,1,0,"2,169.15",中南林业科技大学
用户41370,2020/6/1 10:50,2020/6/18 9:44,1,0,"4,010.90",中南林业科技大学
用户41371,2020/6/1 10:50,2020/6/16 21:55,1,0,"7,855.75",中南林业科技大学
用户41372,2020/6/1 10:50,2020/6/17 17:06,1,0,"8,100.27",中南林业科技大学
用户41373,2020/6/1 10:50,2020/6/17 16:45,1,0,"2,791.92",中南林业科技大学
用户41374,2020/6/1 10:50,2020/6/15 10:02,1,0,"5,012.83",中南林业科技大学
用户41369,2020/6/1 10:50,2020/6/18 0:17,1,0,"2,964.05",中南林业科技大学
用户41368,2020/6/1 10:47,2020/6/14 22:26,1,0,"1,670.15",中南林业科技大学
用户41366,2020/6/1 10:47,2020/6/16 22:07,1,0,"2,411.65",中南林业科技大学
用户41363,2020/6/1 10:47,2020/6/18 7:21,1,0,"7,514.40",中南林业科技大学
用户41364,2020/6/1 10:47,2020/6/18 9:49,1,0,"4,895.60",中南林业科技大学
用户41365,2020/6/1 10:47,2020/6/17 12:54,1,0,"4,765.18",中南林业科技大学
用户41358,2020/6/1 10:47,2020/6/17 15:58,1,0,"3,271.52",中南林业科技大学
用户41359,2020/6/1 10:47,2020/6/17 19:30,1,0,"3,788.57",中南林业科技大学
用户41360,2020/6/1 10:47,2020/6/17 17:22,1,0,"3,698.97",中南林业科技大学
用户41361,2020/6/1 10:47,2020/6/17 17:41,1,0,"2,654.10",中南林业科技大学
用户41362,2020/6/1 10:47,2020/6/16 16:38,1,0,"6,241.10",中南林业科技大学
用户41355,2020/6/1 10:47,2020/6/17 17:03,1,0,"1,983.10",中南林业科技大学
用户41356,2020/6/1 10:47,2020/6/17 19:24,1,0,"3,388.18",中南林业科技大学
用户41357,2020/6/1 10:47,2020/6/17 9:18,1,0,"5,342.52",中南林业科技大学
用户41354,2020/6/1 10:47,2020/6/17 17:02,1,0,"3,478.88",中南林业科技大学
用户41348,2020/6/1 10:47,2020/6/18 9:25,1,0,"2,581.38",中南林业科技大学
用户41349,2020/6/1 10:47,2020/6/17 10:46,1,0,"6,916.38",中南林业科技大学
用户41350,2020/6/1 10:47,2020/6/18 9:36,1,0,"2,799.63",中南林业科技大学
用户41351,2020/6/1 10:47,2020/6/18 9:33,1,0,"5,842.72",中南林业科技大学
用户41352,2020/6/1 10:47,2020/6/15 11:48,1,0,"2,143.72",中南林业科技大学
用户41353,2020/6/1 10:47,2020/6/17 21:52,1,0,"1,965.20",中南林业科技大学
用户41347,2020/6/1 10:47,2020/6/17 21:15,1,0,"3,778.73",中南林业科技大学
用户41344,2020/6/1 10:47,2020/6/16 22:31,1,0,"9,340.90",中南林业科技大学
用户41345,2020/6/1 10:47,2020/6/18 8:53,1,0,"4,236.85",中南林业科技大学
用户41346,2020/6/1 10:47,2020/6/16 21:56,1,0,"11,423.63",中南林业科技大学
